timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1721221183420,785,1_launch_website-35 - /outlet.html,200,,bzm - Concurrency Thread Group-ThreadStarter 1-1,text,true,,108098,702,1,1,https://www.webstaurantstore.com/outlet.html,742,0,108
1721221188035,51,1_launch_website-39 - /uploads/images/2018/3/fontello.woff2,200,,bzm - Concurrency Thread Group-ThreadStarter 1-1,text,true,,14696,893,1,1,https://www.webstaurantstore.com/uploads/images/2018/3/fontello.woff2,50,0,0
1721221192651,109,1_launch_website-51 - /api/pagecreatorbanner,200,,bzm - Concurrency Thread Group-ThreadStarter 1-1,text,true,,606,837,1,1,https://www.webstaurantstore.com/api/pagecreatorbanner,108,0,0
1721221195449,719,1_launch_website-35 - /outlet.html,200,,bzm - Concurrency Thread Group-ThreadStarter 1-2,text,true,,108025,702,2,2,https://www.webstaurantstore.com/outlet.html,661,0,50
1721221197264,148,1_launch_website-84 - /api:edgecache/getdynamicdata/,200,,bzm - Concurrency Thread Group-ThreadStarter 1-1,text,true,,3339,872,2,2,https://www.webstaurantstore.com/api:edgecache/getdynamicdata/?referer=&ltid=&dlid=&link=,147,0,0
1721221200063,36,1_launch_website-39 - /uploads/images/2018/3/fontello.woff2,200,,bzm - Concurrency Thread Group-ThreadStarter 1-2,text,true,,14696,893,2,2,https://www.webstaurantstore.com/uploads/images/2018/3/fontello.woff2,36,0,0
1721221201881,153,1_launch_website-100 - /PageView,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-1,,true,,478,812,2,2,https://stash.webstaurantstore.com/PageView,0,0,59
1721221204677,84,1_launch_website-51 - /api/pagecreatorbanner,200,,bzm - Concurrency Thread Group-ThreadStarter 1-2,text,true,,600,837,2,2,https://www.webstaurantstore.com/api/pagecreatorbanner,83,0,0
1721221206495,78,1_launch_website-98 - /facebookConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-1,,true,,478,822,2,2,https://stash.webstaurantstore.com/facebookConversion,0,0,0
1721221207479,657,1_launch_website-35 - /outlet.html,200,,bzm - Concurrency Thread Group-ThreadStarter 1-3,text,true,,108021,702,3,3,https://www.webstaurantstore.com/outlet.html,597,0,41
1721221211110,52,1_launch_website-99  -/pinterestConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-1,,true,,478,823,3,3,https://stash.webstaurantstore.com/pinterestConversion,0,0,0
1721221212093,46,1_launch_website-39 - /uploads/images/2018/3/fontello.woff2,200,,bzm - Concurrency Thread Group-ThreadStarter 1-3,text,true,,14696,893,3,3,https://www.webstaurantstore.com/uploads/images/2018/3/fontello.woff2,45,0,0
1721221209292,3442,1_launch_website-84 - /api:edgecache/getdynamicdata/,200,,bzm - Concurrency Thread Group-ThreadStarter 1-2,text,true,,3339,872,3,3,https://www.webstaurantstore.com/api:edgecache/getdynamicdata/?referer=&ltid=&dlid=&link=,3441,0,0
1721221213911,219,1_launch_website-100 - /PageView,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-2,,true,,478,812,3,3,https://stash.webstaurantstore.com/PageView,0,0,57
1721221215725,53,1_launch_website-102 - /PageView,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-1,,true,,367,1299,3,3,https://stash.webstaurantstore.com/PageView,0,0,0
1721221216709,68,1_launch_website-51 - /api/pagecreatorbanner,200,,bzm - Concurrency Thread Group-ThreadStarter 1-3,text,true,,600,837,3,3,https://www.webstaurantstore.com/api/pagecreatorbanner,67,0,0
1721221218523,60,1_launch_website-98 - /facebookConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-2,,true,,478,822,3,3,https://stash.webstaurantstore.com/facebookConversion,0,0,0
1721221219508,653,1_launch_website-35 - /outlet.html,200,,bzm - Concurrency Thread Group-ThreadStarter 1-4,text,true,,108068,702,4,4,https://www.webstaurantstore.com/outlet.html,617,0,58
1721221220341,195,1_launch_website-105 - /pinterestConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-1,,true,,367,1349,4,4,https://stash.webstaurantstore.com/pinterestConversion,0,0,0
1721221221323,156,1_launch_website-84 - /api:edgecache/getdynamicdata/,200,,bzm - Concurrency Thread Group-ThreadStarter 1-3,text,true,,3339,872,4,4,https://www.webstaurantstore.com/api:edgecache/getdynamicdata/?referer=&ltid=&dlid=&link=,155,0,0
1721221223139,109,1_launch_website-99  -/pinterestConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-2,,true,,478,823,4,4,https://stash.webstaurantstore.com/pinterestConversion,0,0,0
1721221224122,32,1_launch_website-39 - /uploads/images/2018/3/fontello.woff2,200,,bzm - Concurrency Thread Group-ThreadStarter 1-4,text,true,,14697,893,4,4,https://www.webstaurantstore.com/uploads/images/2018/3/fontello.woff2,31,0,0
1721221224955,235,1_launch_website-103 - /facebookConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-1,,true,,367,1955,4,4,https://stash.webstaurantstore.com/facebookConversion,0,0,0
1721221225938,90,1_launch_website-100 - /PageView,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-3,,true,,478,812,4,4,https://stash.webstaurantstore.com/PageView,0,0,39
1721221227753,53,1_launch_website-102 - /PageView,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-2,,true,,367,1299,4,4,https://stash.webstaurantstore.com/PageView,0,0,0
1721221228735,75,1_launch_website-51 - /api/pagecreatorbanner,200,,bzm - Concurrency Thread Group-ThreadStarter 1-4,text,true,,600,837,4,4,https://www.webstaurantstore.com/api/pagecreatorbanner,75,0,0
1721221230553,71,1_launch_website-98 - /facebookConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-3,,true,,478,822,4,4,https://stash.webstaurantstore.com/facebookConversion,0,0,0
1721221231524,671,1_launch_website-35 - /outlet.html,200,,bzm - Concurrency Thread Group-ThreadStarter 1-5,text,true,,108105,702,5,5,https://www.webstaurantstore.com/outlet.html,618,0,59
1721221232368,181,1_launch_website-105 - /pinterestConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-2,,true,,367,1349,5,5,https://stash.webstaurantstore.com/pinterestConversion,0,0,0
1721221233213,107,1_launch_website-118 /api/shoppingcart/items,200,,bzm - Concurrency Thread Group-ThreadStarter 1-1,text,true,,1587,1460,5,5,https://www.webstaurantstore.com/api/shoppingcart/items,107,0,0
1721221183419,1966,A_launch_website (Outlet),200,"Number of samples in transaction : 11, number of failing samples : 0",bzm - Concurrency Thread Group-ThreadStarter 1-1,,true,,130861,11824,5,5,null,1154,47935,167
1721221233352,170,1_launch_website-84 - /api:edgecache/getdynamicdata/,200,,bzm - Concurrency Thread Group-ThreadStarter 1-4,text,true,,3345,872,5,5,https://www.webstaurantstore.com/api:edgecache/getdynamicdata/?referer=&ltid=&dlid=&link=,166,0,0
1721221234185,97,2_selectproduct category-641 - /api/shoppingcart/items,200,,bzm - Concurrency Thread Group-ThreadStarter 1-1,text,true,,1587,1460,5,5,https://www.webstaurantstore.com/api/shoppingcart/items,97,0,0
1721221235170,74,1_launch_website-99  -/pinterestConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-3,,true,,478,823,5,5,https://stash.webstaurantstore.com/pinterestConversion,0,0,0
1721221236138,27,1_launch_website-39 - /uploads/images/2018/3/fontello.woff2,200,,bzm - Concurrency Thread Group-ThreadStarter 1-5,text,true,,14697,893,5,5,https://www.webstaurantstore.com/uploads/images/2018/3/fontello.woff2,26,0,0
1721221236984,221,1_launch_website-103 - /facebookConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-2,,true,,367,1955,5,5,https://stash.webstaurantstore.com/facebookConversion,0,0,0
1721221237969,208,1_launch_website-100 - /PageView,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-4,,true,,478,812,5,5,https://stash.webstaurantstore.com/PageView,0,0,114
1721221238801,245,2_selectproduct category-644 - /facebookConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-1,,true,,367,1955,5,5,https://stash.webstaurantstore.com/facebookConversion,0,0,0
1721221239782,74,1_launch_website-102 - /PageView,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-3,,true,,367,1299,5,5,https://stash.webstaurantstore.com/PageView,0,0,0
1721221240752,81,1_launch_website-51 - /api/pagecreatorbanner,200,,bzm - Concurrency Thread Group-ThreadStarter 1-5,text,true,,600,837,5,5,https://www.webstaurantstore.com/api/pagecreatorbanner,81,0,0
1721221242580,65,1_launch_website-98 - /facebookConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-4,,true,,478,822,5,5,https://stash.webstaurantstore.com/facebookConversion,0,0,0
1721221243414,69,2_selectproduct category-647 - /PageView,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-1,,true,,367,1359,5,5,https://stash.webstaurantstore.com/PageView,0,0,0
1721221244397,380,1_launch_website-105 - /pinterestConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-3,,true,,367,1349,5,5,https://stash.webstaurantstore.com/pinterestConversion,0,0,0
1721221245266,133,1_launch_website-118 /api/shoppingcart/items,200,,bzm - Concurrency Thread Group-ThreadStarter 1-2,text,true,,1581,1460,5,5,https://www.webstaurantstore.com/api/shoppingcart/items,133,0,0
1721221195446,5257,A_launch_website (Outlet),200,"Number of samples in transaction : 11, number of failing samples : 0",bzm - Concurrency Thread Group-ThreadStarter 1-2,,true,,130776,11824,5,5,null,4354,44697,107
1721221245368,149,1_launch_website-84 - /api:edgecache/getdynamicdata/,200,,bzm - Concurrency Thread Group-ThreadStarter 1-5,text,true,,3339,872,5,5,https://www.webstaurantstore.com/api:edgecache/getdynamicdata/?referer=&ltid=&dlid=&link=,149,0,0
1721221246214,130,2_selectproduct category-641 - /api/shoppingcart/items,200,,bzm - Concurrency Thread Group-ThreadStarter 1-2,text,true,,1581,1460,5,5,https://www.webstaurantstore.com/api/shoppingcart/items,130,0,0
1721221247197,89,1_launch_website-99  -/pinterestConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-4,,true,,478,823,5,5,https://stash.webstaurantstore.com/pinterestConversion,0,0,0
1721221248030,169,2_selectproduct category-645 - /pinterestConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-1,,true,,367,1349,5,5,https://stash.webstaurantstore.com/pinterestConversion,0,0,0
1721221249013,249,1_launch_website-103 - /facebookConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-3,,true,,367,1955,5,5,https://stash.webstaurantstore.com/facebookConversion,0,0,0
1721221249985,122,1_launch_website-100 - /PageView,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-5,,true,,478,812,5,5,https://stash.webstaurantstore.com/PageView,0,0,59
1721221250829,239,2_selectproduct category-644 - /facebookConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-2,,true,,367,1955,5,5,https://stash.webstaurantstore.com/facebookConversion,0,0,0
1721221251811,151,1_launch_website-102 - /PageView,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-4,,true,,367,1299,5,5,https://stash.webstaurantstore.com/PageView,0,0,0
1721221252646,834,2_selectproduct category-672 - /outlet.html,200,,bzm - Concurrency Thread Group-ThreadStarter 1-1,text,true,,100183,1660,5,5,https://www.webstaurantstore.com/outlet.html?category=234399000006,783,0,101
1721221254598,53,1_launch_website-98 - /facebookConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-5,,true,,478,822,5,5,https://stash.webstaurantstore.com/facebookConversion,0,0,0
1721221255443,58,2_selectproduct category-647 - /PageView,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-2,,true,,367,1359,5,5,https://stash.webstaurantstore.com/PageView,0,0,0
1721221256425,153,1_launch_website-105 - /pinterestConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-4,,true,,367,1349,5,5,https://stash.webstaurantstore.com/pinterestConversion,0,0,0
1721221257259,35,2_selectproduct category-677 - /uploads/images/2018/3/fontello.woff2,200,,bzm - Concurrency Thread Group-ThreadStarter 1-1,text,true,,14696,1537,5,5,https://www.webstaurantstore.com/uploads/images/2018/3/fontello.woff2,35,0,0
1721221257245,171,1_launch_website-118 /api/shoppingcart/items,200,,bzm - Concurrency Thread Group-ThreadStarter 1-3,text,true,,1581,1460,5,5,https://www.webstaurantstore.com/api/shoppingcart/items,171,0,0
1721221207474,2036,A_launch_website (Outlet),200,"Number of samples in transaction : 11, number of failing samples : 0",bzm - Concurrency Thread Group-ThreadStarter 1-3,,true,,130772,11824,5,5,null,1035,47908,80
1721221258243,106,2_selectproduct category-641 - /api/shoppingcart/items,200,,bzm - Concurrency Thread Group-ThreadStarter 1-3,text,true,,1581,1460,5,5,https://www.webstaurantstore.com/api/shoppingcart/items,106,0,0
1721221259213,66,1_launch_website-99  -/pinterestConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-5,,true,,478,823,5,5,https://stash.webstaurantstore.com/pinterestConversion,0,0,0
1721221260058,324,2_selectproduct category-645 - /pinterestConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-2,,true,,367,1349,5,5,https://stash.webstaurantstore.com/pinterestConversion,0,0,0
1721221261043,239,1_launch_website-103 - /facebookConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-4,,true,,367,1955,5,5,https://stash.webstaurantstore.com/facebookConversion,0,0,0
1721221261876,117,2_selectproduct category-690 - /api/pagecreatorbanner,200,,bzm - Concurrency Thread Group-ThreadStarter 1-1,text,true,,600,1481,5,5,https://www.webstaurantstore.com/api/pagecreatorbanner,116,0,0
1721221262859,231,2_selectproduct category-644 - /facebookConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-3,,true,,367,1955,5,5,https://stash.webstaurantstore.com/facebookConversion,0,0,0
1721221263828,54,1_launch_website-102 - /PageView,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-5,,true,,367,1299,5,5,https://stash.webstaurantstore.com/PageView,0,0,0
1721221264673,676,2_selectproduct category-672 - /outlet.html,200,,bzm - Concurrency Thread Group-ThreadStarter 1-2,text,true,,100050,1660,5,5,https://www.webstaurantstore.com/outlet.html?category=390sk2346101,615,0,37
1721221266490,518,2_selectproduct category-702 - /api:edgecache/getdynamicdata/,200,,bzm - Concurrency Thread Group-ThreadStarter 1-1,text,true,,3291,1568,5,5,https://www.webstaurantstore.com/api:edgecache/getdynamicdata/?referer=https%3A%2F%2Fwww.webstaurantstore.com%2Foutlet.html&ltid=&dlid=&link=,518,0,0
1721221267474,88,2_selectproduct category-647 - /PageView,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-3,,true,,367,1359,5,5,https://stash.webstaurantstore.com/PageView,0,0,0
1721221268444,176,1_launch_website-105 - /pinterestConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-5,,true,,367,1349,5,5,https://stash.webstaurantstore.com/pinterestConversion,0,0,0
1721221269288,41,2_selectproduct category-677 - /uploads/images/2018/3/fontello.woff2,200,,bzm - Concurrency Thread Group-ThreadStarter 1-2,text,true,,14696,1537,5,5,https://www.webstaurantstore.com/uploads/images/2018/3/fontello.woff2,40,0,0
1721221269318,95,1_launch_website-118 /api/shoppingcart/items,200,,bzm - Concurrency Thread Group-ThreadStarter 1-4,text,true,,1587,1460,5,5,https://www.webstaurantstore.com/api/shoppingcart/items,94,0,0
1721221219505,1930,A_launch_website (Outlet),200,"Number of samples in transaction : 11, number of failing samples : 0",bzm - Concurrency Thread Group-ThreadStarter 1-4,,true,,130832,11824,5,5,null,983,47977,172
1721221270271,93,2_selectproduct category-641 - /api/shoppingcart/items,200,,bzm - Concurrency Thread Group-ThreadStarter 1-4,text,true,,1587,1460,5,5,https://www.webstaurantstore.com/api/shoppingcart/items,93,0,0
1721221271106,169,2_selectproduct category-704 - /api/shoppingcart/items,200,,bzm - Concurrency Thread Group-ThreadStarter 1-1,text,true,,1581,1482,5,5,https://www.webstaurantstore.com/api/shoppingcart/items,169,0,0
1721221272088,233,2_selectproduct category-645 - /pinterestConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-3,,true,,367,1349,5,5,https://stash.webstaurantstore.com/pinterestConversion,0,0,0
1721221273058,233,1_launch_website-103 - /facebookConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-5,,true,,367,1955,5,5,https://stash.webstaurantstore.com/facebookConversion,0,0,0
1721221273903,141,2_selectproduct category-690 - /api/pagecreatorbanner,200,,bzm - Concurrency Thread Group-ThreadStarter 1-2,text,true,,600,1481,5,5,https://www.webstaurantstore.com/api/pagecreatorbanner,140,0,0
1721221274886,254,2_selectproduct category-644 - /facebookConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-4,,true,,367,1955,5,5,https://stash.webstaurantstore.com/facebookConversion,0,0,0
1721221275721,104,2_selectproduct category-711 - /PageView,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-1,,true,,367,1365,5,5,https://stash.webstaurantstore.com/PageView,0,0,42
1721221276702,660,2_selectproduct category-672 - /outlet.html,200,,bzm - Concurrency Thread Group-ThreadStarter 1-3,text,true,,100073,1655,5,5,https://www.webstaurantstore.com/outlet.html?category=200pf57,627,0,52
1721221278519,133,2_selectproduct category-702 - /api:edgecache/getdynamicdata/,200,,bzm - Concurrency Thread Group-ThreadStarter 1-2,text,true,,3297,1568,5,5,https://www.webstaurantstore.com/api:edgecache/getdynamicdata/?referer=https%3A%2F%2Fwww.webstaurantstore.com%2Foutlet.html&ltid=&dlid=&link=,133,0,0
1721221279500,84,2_selectproduct category-647 - /PageView,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-4,,true,,367,1359,5,5,https://stash.webstaurantstore.com/PageView,0,0,0
1721221280336,170,2_selectproduct category-710 - /pinterestConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-1,,true,,367,1371,5,5,https://stash.webstaurantstore.com/pinterestConversion,0,0,0
1721221281319,29,2_selectproduct category-677 - /uploads/images/2018/3/fontello.woff2,200,,bzm - Concurrency Thread Group-ThreadStarter 1-3,text,true,,14697,1532,5,5,https://www.webstaurantstore.com/uploads/images/2018/3/fontello.woff2,29,0,0
1721221281311,130,1_launch_website-118 /api/shoppingcart/items,200,,bzm - Concurrency Thread Group-ThreadStarter 1-5,text,true,,1581,1460,5,5,https://www.webstaurantstore.com/api/shoppingcart/items,130,0,0
1721221231522,1762,A_launch_website (Outlet),200,"Number of samples in transaction : 11, number of failing samples : 0",bzm - Concurrency Thread Group-ThreadStarter 1-5,,true,,130857,11824,5,5,null,1004,48156,118
1721221282288,97,2_selectproduct category-641 - /api/shoppingcart/items,200,,bzm - Concurrency Thread Group-ThreadStarter 1-5,text,true,,1581,1460,5,5,https://www.webstaurantstore.com/api/shoppingcart/items,97,0,0
1721221283133,204,2_selectproduct category-704 - /api/shoppingcart/items,200,,bzm - Concurrency Thread Group-ThreadStarter 1-2,text,true,,1587,1482,5,5,https://www.webstaurantstore.com/api/shoppingcart/items,204,0,0
1721221284117,165,2_selectproduct category-645 - /pinterestConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-4,,true,,367,1349,5,5,https://stash.webstaurantstore.com/pinterestConversion,0,0,0
1721221284951,247,2_selectproduct category-709 - /facebookConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-1,,true,,367,1977,5,5,https://stash.webstaurantstore.com/facebookConversion,0,0,0
1721221285933,87,2_selectproduct category-690 - /api/pagecreatorbanner,200,,bzm - Concurrency Thread Group-ThreadStarter 1-3,text,true,,600,1476,5,5,https://www.webstaurantstore.com/api/pagecreatorbanner,86,0,0
1721221286903,248,2_selectproduct category-644 - /facebookConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-5,,true,,367,1955,5,5,https://stash.webstaurantstore.com/facebookConversion,0,0,0
1721221287748,118,2_selectproduct category-711 - /PageView,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-2,,true,,367,1365,5,5,https://stash.webstaurantstore.com/PageView,0,0,45
1721221288731,743,2_selectproduct category-672 - /outlet.html,200,,bzm - Concurrency Thread Group-ThreadStarter 1-4,text,true,,100076,1660,5,5,https://www.webstaurantstore.com/outlet.html?category=234436000026,699,0,37
1721221289565,61,2_selectproduct category-731 - /restaurant-equipment.html,200,,bzm - Concurrency Thread Group-ThreadStarter 1-1,text,true,,82254,1639,5,5,https://www.webstaurantstore.com/restaurant-equipment.html,53,0,0
1721221233322,2835,B_selectproduct category,200,"Number of samples in transaction : 13, number of failing samples : 0",bzm - Concurrency Thread Group-ThreadStarter 1-1,,true,,206394,20203,5,5,null,1771,53468,143
1721221290547,196,2_selectproduct category-702 - /api:edgecache/getdynamicdata/,200,,bzm - Concurrency Thread Group-ThreadStarter 1-3,text,true,,3292,1563,5,5,https://www.webstaurantstore.com/api:edgecache/getdynamicdata/?referer=https%3A%2F%2Fwww.webstaurantstore.com%2Foutlet.html&ltid=&dlid=&link=,195,0,0
1721221291518,95,2_selectproduct category-647 - /PageView,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-5,,true,,367,1359,5,5,https://stash.webstaurantstore.com/PageView,0,0,0
1721221292362,216,2_selectproduct category-710 - /pinterestConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-2,,true,,367,1371,5,5,https://stash.webstaurantstore.com/pinterestConversion,0,0,0
1721221293345,26,2_selectproduct category-677 - /uploads/images/2018/3/fontello.woff2,200,,bzm - Concurrency Thread Group-ThreadStarter 1-4,text,true,,14697,1537,5,5,https://www.webstaurantstore.com/uploads/images/2018/3/fontello.woff2,25,0,0
1721221294179,253,3_select product-751 - /outlet/<C_Outlet_Item>.html,200,,bzm - Concurrency Thread Group-ThreadStarter 1-1,text,true,,67293,1678,5,5,https://www.webstaurantstore.com/outlet/600IB1824CP/70057.html,250,0,0
1721221295163,113,2_selectproduct category-704 - /api/shoppingcart/items,200,,bzm - Concurrency Thread Group-ThreadStarter 1-3,text,true,,1581,1477,5,5,https://www.webstaurantstore.com/api/shoppingcart/items,113,0,0
1721221296133,206,2_selectproduct category-645 - /pinterestConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-5,,true,,367,1349,5,5,https://stash.webstaurantstore.com/pinterestConversion,0,0,0
1721221296978,250,2_selectproduct category-709 - /facebookConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-2,,true,,367,1977,5,5,https://stash.webstaurantstore.com/facebookConversion,0,0,0
1721221297962,75,2_selectproduct category-690 - /api/pagecreatorbanner,200,,bzm - Concurrency Thread Group-ThreadStarter 1-4,text,true,,606,1481,5,5,https://www.webstaurantstore.com/api/pagecreatorbanner,74,0,0
1721221298794,31,3_select product-756 - /uploads/images/2018/3/fontello.woff2,200,,bzm - Concurrency Thread Group-ThreadStarter 1-1,text,true,,14697,1546,5,5,https://www.webstaurantstore.com/uploads/images/2018/3/fontello.woff2,31,0,0
1721221299778,145,2_selectproduct category-711 - /PageView,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-3,,true,,367,1360,5,5,https://stash.webstaurantstore.com/PageView,0,0,36
1721221300748,650,2_selectproduct category-672 - /outlet.html,200,,bzm - Concurrency Thread Group-ThreadStarter 1-5,text,true,,100278,1658,5,5,https://www.webstaurantstore.com/outlet.html?category=351gcpg12m,601,0,57
1721221301593,59,2_selectproduct category-731 - /restaurant-equipment.html,200,,bzm - Concurrency Thread Group-ThreadStarter 1-2,text,true,,82276,1639,5,5,https://www.webstaurantstore.com/restaurant-equipment.html,51,0,0
1721221245402,2589,B_selectproduct category,200,"Number of samples in transaction : 13, number of failing samples : 0",bzm - Concurrency Thread Group-ThreadStarter 1-2,,true,,206289,20203,5,5,null,1313,53659,82
1721221302576,198,2_selectproduct category-702 - /api:edgecache/getdynamicdata/,200,,bzm - Concurrency Thread Group-ThreadStarter 1-4,text,true,,3295,1568,5,5,https://www.webstaurantstore.com/api:edgecache/getdynamicdata/?referer=https%3A%2F%2Fwww.webstaurantstore.com%2Foutlet.html&ltid=&dlid=&link=,198,0,0
1721221303410,118,3_select product-777 - /api/pagecreatorbanner,200,,bzm - Concurrency Thread Group-ThreadStarter 1-1,text,true,,600,1490,5,5,https://www.webstaurantstore.com/api/pagecreatorbanner,118,0,0
1721221304393,169,2_selectproduct category-710 - /pinterestConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-3,,true,,367,1366,5,5,https://stash.webstaurantstore.com/pinterestConversion,0,0,0
1721221305363,41,2_selectproduct category-677 - /uploads/images/2018/3/fontello.woff2,200,,bzm - Concurrency Thread Group-ThreadStarter 1-5,text,true,,14697,1535,5,5,https://www.webstaurantstore.com/uploads/images/2018/3/fontello.woff2,40,0,0
1721221306207,348,3_select product-751 - /outlet/<C_Outlet_Item>.html,200,,bzm - Concurrency Thread Group-ThreadStarter 1-2,text,true,,57162,1678,5,5,https://www.webstaurantstore.com/outlet/193BCR15HCB/69669.html,347,0,0
1721221307192,101,2_selectproduct category-704 - /api/shoppingcart/items,200,,bzm - Concurrency Thread Group-ThreadStarter 1-4,text,true,,1581,1482,5,5,https://www.webstaurantstore.com/api/shoppingcart/items,101,0,0
1721221308025,175,3_select product-803 - /api:edgecache/getdynamicdata/,200,,bzm - Concurrency Thread Group-ThreadStarter 1-1,text,true,,3295,1603,5,5,https://www.webstaurantstore.com/api:edgecache/getdynamicdata/?referer=https%3A%2F%2Fwww.webstaurantstore.com%2Foutlet.html%3Fcategory%3D234399000006&ltid=&dlid=&link=,175,0,0
1721221309008,390,2_selectproduct category-709 - /facebookConversion,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-3,,true,,367,1972,5,5,https://stash.webstaurantstore.com/facebookConversion,0,0,0
1721221309977,60,2_selectproduct category-690 - /api/pagecreatorbanner,200,,bzm - Concurrency Thread Group-ThreadStarter 1-5,text,true,,600,1479,5,5,https://www.webstaurantstore.com/api/pagecreatorbanner,59,0,0
1721221310822,43,3_select product-756 - /uploads/images/2018/3/fontello.woff2,200,,bzm - Concurrency Thread Group-ThreadStarter 1-2,text,true,,14697,1546,5,5,https://www.webstaurantstore.com/uploads/images/2018/3/fontello.woff2,43,0,0
1721221311805,158,2_selectproduct category-711 - /PageView,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-4,,true,,367,1365,5,5,https://stash.webstaurantstore.com/PageView,0,0,45
1721221312647,213,3_select product-810 - /api/shoppingcart/items,200,,bzm - Concurrency Thread Group-ThreadStarter 1-1,text,true,,1581,1491,5,5,https://www.webstaurantstore.com/api/shoppingcart/items,200,0,42
1721221313623,94,2_selectproduct category-731 - /restaurant-equipment.html,200,,bzm - Concurrency Thread Group-ThreadStarter 1-3,text,true,,82276,1634,5,5,https://www.webstaurantstore.com/restaurant-equipment.html,76,0,0
1721221257420,2541,B_selectproduct category,200,"Number of samples in transaction : 13, number of failing samples : 0",bzm - Concurrency Thread Group-ThreadStarter 1-3,,true,,206302,20158,5,5,null,1232,53754,88
1721221314593,160,2_selectproduct category-702 - /api:edgecache/getdynamicdata/,200,,bzm - Concurrency Thread Group-ThreadStarter 1-5,text,true,,3295,1566,5,5,https://www.webstaurantstore.com/api:edgecache/getdynamicdata/?referer=https%3A%2F%2Fwww.webstaurantstore.com%2Foutlet.html&ltid=&dlid=&link=,159,0,0
1721221315439,79,3_select product-777 - /api/pagecreatorbanner,200,,bzm - Concurrency Thread Group-ThreadStarter 1-2,text,true,,600,1490,5,5,https://www.webstaurantstore.com/api/pagecreatorbanner,79,0,0
